,GAME_ID,HOMEDESCRIPTION,PCTIMESTRING,PERIOD,PLAYER3_TEAM_ABBREVIATION,HOME_TEAM,AWAY_TEAM,JUMP_BALL_HOME_PLAYER_ID,JUMP_BALL_AWAY_PLAYER_ID,JUMP_BALL_RETRIEVED_PLAYER_ID,JUMP_BALL_RETRIEVED_TEAM_NAME
470029,21301031,Jump Ball Gasol vs. Gortat: Tip to Wall,12:00,1.0,Wizards,Lakers,Wizards,2200.0,101162.0,202322.0,Wizards
470526,21301032,Jump Ball Jefferson vs. Lopez: Tip to Lillard,12:00,1.0,Trail Blazers,Bobcats,Trail Blazers,2744.0,201577.0,203081.0,Trail Blazers
470954,21301033,Jump Ball Hawes vs. Asik: Tip to Jones,12:00,1.0,Rockets,Cavaliers,Rockets,201150.0,201600.0,203093.0,Rockets
471410,21301034,Jump Ball Noah vs. Sims: Tip to Boozer,12:00,1.0,Bulls,Bulls,76ers,201149.0,203156.0,2430.0,Bulls
471849,21301035,Jump Ball Gasol vs. Hibbert: Tip to Stephenson,12:00,1.0,Pacers,Pacers,Grizzlies,201188.0,201579.0,202362.0,Pacers
472253,21301036,Jump Ball Davis vs. Bosh: Tip to Roberts,12:00,1.0,Pelicans,Heat,Pelicans,203076.0,2547.0,203148.0,Pelicans
472664,21301037,Jump Ball Favors vs. Vucevic: Tip to Kanter,12:00,1.0,Jazz,Magic,Jazz,202324.0,202696.0,202683.0,Jazz
473112,21301038,Jump Ball Bogut vs. Splitter: Tip to Curry,12:00,1.0,Warriors,Warriors,Spurs,101106.0,201168.0,201939.0,Warriors
473587,21301039,Jump Ball Jordan vs. Drummond: Tip to Jennings,12:00,1.0,Pistons,Pistons,Clippers,201599.0,203083.0,201943.0,Pistons
474003,21301040,Jump Ball Valanciunas vs. Millsap: Tip to Johnson,12:00,1.0,Raptors,Hawks,Raptors,202685.0,200794.0,101161.0,Raptors
474452,21301041,Jump Ball Dieng vs. Plumlee: Tip to Bledsoe,12:00,1.0,Suns,Timberwolves,Suns,203476.0,203101.0,202339.0,Suns
474929,21301042,Jump Ball Mozgov vs. Gortat: Tip to Wall,12:00,1.0,Wizards,Nuggets,Wizards,202389.0,101162.0,202322.0,Wizards
475402,21301043,Jump Ball Cousins vs. Pachulia: Tip to Thomas,12:00,1.0,Kings,Bucks,Kings,202326.0,2585.0,202738.0,Kings
475884,21301044,Jump Ball Dalembert vs. Plumlee: Tip to Nowitzki,12:00,1.0,Mavericks,Nets,Mavericks,2223.0,203486.0,1717.0,Mavericks
476417,21301045,Jump Ball Chandler vs. Hawes: Tip to Felton,12:00,1.0,Knicks,Cavaliers,Knicks,2199.0,201150.0,101109.0,Knicks
476800,21301046,Jump Ball Gasol vs. Vucevic: Tip to Hill,12:00,1.0,Lakers,Lakers,Magic,2200.0,202696.0,201941.0,Lakers
477245,21301047,Jump Ball Jefferson vs. Howard: Tip to Beverley,12:00,1.0,Rockets,Bobcats,Rockets,2744.0,2730.0,201976.0,Rockets
477687,21301048,Jump Ball Millsap vs. Plumlee: Tip to Frye,12:00,1.0,Suns,Hawks,Suns,200794.0,203101.0,101112.0,Suns
478117,21301049,Jump Ball Bosh vs. Lopez: Tip to James,12:00,1.0,Heat,Heat,Trail Blazers,2547.0,201577.0,2544.0,Heat
478553,21301050,Jump Ball Noah vs. Hibbert: Tip to G. Hill,12:00,1.0,Pacers,Bulls,Pacers,201149.0,201579.0,201588.0,Pacers
478973,21301051,Jump Ball Gasol vs. Dieng: Tip to Conley,12:00,1.0,Grizzlies,Grizzlies,Timberwolves,201188.0,203476.0,201144.0,Grizzlies
479409,21301052,Jump Ball Davis vs. Plumlee: Tip to Roberts,12:00,1.0,Pelicans,Nets,Pelicans,203076.0,203486.0,203148.0,Pelicans
479911,21301053,Jump Ball Ibaka vs. Mozgov: Tip to Jackson,12:00,1.0,Thunder,Nuggets,Thunder,201586.0,202389.0,202704.0,Thunder
480405,21301054,Jump Ball Duncan vs. Sims: Tip to Carter-Williams,12:00,1.0,76ers,76ers,Spurs,1495.0,203156.0,203487.0,76ers
480834,21301055,Jump Ball Favors vs. Drummond: Tip to Burke,12:00,1.0,Jazz,Pistons,Jazz,202324.0,203083.0,203504.0,Jazz
481254,21301056,Jump Ball Jordan vs. Pachulia: Tip to Paul,12:00,1.0,Clippers,Clippers,Bucks,201599.0,2585.0,101108.0,Clippers
481676,21301057,Jump Ball Hawes vs. Valanciunas: Tip to Ross,12:00,1.0,Raptors,Cavaliers,Raptors,201150.0,202685.0,203082.0,Raptors
482150,21301058,Jump Ball Vucevic vs. Lopez: Tip to O'Quinn,12:00,1.0,Magic,Magic,Trail Blazers,202696.0,201577.0,203124.0,Magic
482590,21301059,Jump Ball Dalembert vs. Ibaka: Tip to Ellis,12:00,1.0,Mavericks,Mavericks,Thunder,2223.0,201586.0,101145.0,Mavericks
483103,21301060,Jump Ball Kaman vs. Chandler: Tip to Felton,12:00,1.0,Knicks,Lakers,Knicks,2549.0,2199.0,101109.0,Knicks
483521,21301061,Jump Ball Jefferson vs. Plumlee: Tip to Livingston,12:00,1.0,Nets,Nets,Bobcats,2744.0,203486.0,2733.0,Nets
483957,21301062,Jump Ball Gortat vs. Plumlee: Tip to Wall,12:00,1.0,Wizards,Suns,Wizards,101162.0,203101.0,202322.0,Wizards
484360,21301063,Jump Ball Bass vs. Valanciunas: Tip to Humphries,12:00,1.0,Celtics,Celtics,Raptors,101138.0,202685.0,2743.0,Celtics
484789,21301064,Jump Ball Drummond vs. Hawes: Tip to Deng,12:00,1.0,Cavaliers,Cavaliers,Pistons,203083.0,201150.0,2736.0,Cavaliers
485221,21301065,Jump Ball Dieng vs. Millsap: Tip to Antic,12:00,1.0,Hawks,Hawks,Timberwolves,203476.0,200794.0,203544.0,Hawks
485651,21301066,Jump Ball Davis vs. Jordan: Tip to Paul,12:00,1.0,Clippers,Clippers,Pelicans,203076.0,201599.0,101108.0,Clippers
486122,21301067,Jump Ball Hibbert vs. Bosh: Tip to James,12:00,1.0,Heat,Pacers,Heat,201579.0,2547.0,2544.0,Heat
486558,21301068,Jump Ball Duncan vs. Mozgov: Tip to Faried,12:00,1.0,Nuggets,Nuggets,Spurs,1495.0,202389.0,202702.0,Nuggets
487019,21301069,Jump Ball Cousins vs. Chandler: Tip to McLemore,12:00,1.0,Kings,Knicks,Kings,202326.0,2199.0,203463.0,Kings
487421,21301070,Jump Ball Favors vs. Gasol: Tip to Conley,12:00,1.0,Grizzlies,Grizzlies,Jazz,202324.0,201188.0,201144.0,Grizzlies
487821,21301071,Jump Ball Brand vs. Lopez: Tip to Batum,12:00,1.0,Trail Blazers,Hawks,Trail Blazers,1882.0,201577.0,201587.0,Trail Blazers
488259,21301072,Jump Ball Howard vs. Sims: Tip to Jones,12:00,1.0,Rockets,Rockets,76ers,2730.0,203156.0,203093.0,Rockets
488773,21301073,Jump Ball Pachulia vs. Kaman: Tip to Hill,12:00,1.0,Lakers,Lakers,Bucks,2585.0,2549.0,201941.0,Lakers
489214,21301074,Jump Ball Dalembert vs. Jordan: Tip to Ellis,12:00,1.0,Mavericks,Mavericks,Clippers,2223.0,201599.0,101145.0,Mavericks
489694,21301075,Jump Ball Vucevic vs. Jefferson: Tip to McRoberts,12:00,1.0,Hornets,Bobcats,Magic,202696.0,2744.0,201177.0,Hornets
490191,21301076,Jump Ball Valanciunas vs. Bass: Tip to Humphries,12:00,1.0,Celtics,Celtics,Raptors,202685.0,101138.0,2743.0,Celtics
490619,21301077,Jump Ball Gortat vs. Hibbert: Tip to West,12:00,1.0,Pacers,Pacers,Wizards,101162.0,201579.0,2561.0,Pacers
491069,21301078,Jump Ball Plumlee vs. Hawes: Tip to Pierce,12:00,1.0,Nets,Nets,Cavaliers,203486.0,201150.0,1718.0,Nets
491473,21301079,Jump Ball Drummond vs. Bosh: Tip to Jennings,12:00,1.0,Pistons,Pistons,Heat,203083.0,2547.0,201943.0,Pistons
491884,21301080,Jump Ball Noah vs. Lopez: Tip to Boozer,12:00,1.0,Bulls,Bulls,Trail Blazers,201149.0,201577.0,2430.0,Bulls
492282,21301081,Jump Ball Pekovic vs. Kaman: Tip to Love,12:00,1.0,Timberwolves,Lakers,Timberwolves,201593.0,2549.0,201567.0,Timberwolves
492737,21301082,Jump Ball Davis vs. Favors: Tip to Burke,12:00,1.0,Jazz,Pelicans,Jazz,203076.0,202324.0,203504.0,Jazz
493179,21301083,Jump Ball Ibaka vs. Cousins: Tip to Adams,12:00,1.0,Thunder,Thunder,Kings,201586.0,202326.0,203500.0,Thunder
493608,21301084,Jump Ball Mozgov vs. Duncan: Tip to Lawson,12:00,1.0,Nuggets,Nuggets,Spurs,202389.0,1495.0,201951.0,Nuggets
494092,21301085,Jump Ball Plumlee vs. Chandler: Tip to Felton,12:00,1.0,Knicks,Knicks,Suns,203101.0,2199.0,101109.0,Knicks
494550,21301086,Jump Ball Bogut vs. Gasol: Tip to Randolph,12:00,1.0,Grizzlies,Warriors,Grizzlies,101106.0,201188.0,2216.0,Grizzlies
494946,21301087,Jump Ball Sims vs. Drummond: Tip to Jennings,12:00,1.0,Pistons,Pistons,76ers,203156.0,203083.0,201943.0,Pistons
495423,21301088,Jump Ball Asik vs. Jordan: Tip to Paul,12:00,1.0,Clippers,Rockets,Clippers,201600.0,201599.0,101108.0,Clippers
495933,21301089,Jump Ball Gortat vs. Millsap: Tip to Teague,12:00,1.0,Hawks,Hawks,Wizards,101162.0,200794.0,201952.0,Hawks
496395,21301090,Jump Ball Dalembert vs. Cousins: Tip to Marion,12:00,1.0,Mavericks,Mavericks,Kings,2223.0,202326.0,1890.0,Mavericks
496843,21301091,Jump Ball Pachulia vs. Bosh: Tip to James,12:00,1.0,Heat,Heat,Bucks,2585.0,2547.0,2544.0,Heat
497249,21301092,Jump Ball Duncan vs. Ajinca: Tip to Stiemsma,12:00,1.0,Pelicans,Pelicans,Spurs,1495.0,201582.0,201880.0,Pelicans
497668,21301093,Jump Ball Ibaka vs. Kanter: Tip to Adams,12:00,1.0,Thunder,Thunder,Jazz,201586.0,202683.0,203500.0,Thunder
498103,21301094,Jump Ball Hawes vs. Hibbert: Tip to West,12:00,1.0,Pacers,Cavaliers,Pacers,201150.0,201579.0,2561.0,Pacers
498532,21301095,Jump Ball Plumlee vs. Pekovic: Tip to Pierce,12:00,1.0,Nets,Nets,Timberwolves,203486.0,201593.0,1718.0,Nets
498998,21301096,Jump Ball Vucevic vs. Valanciunas: Tip to O'Quinn,12:00,1.0,Magic,Magic,Raptors,202696.0,202685.0,203124.0,Magic
499404,21301097,Jump Ball Bass vs. Noah: Tip to Boozer,12:00,1.0,Bulls,Celtics,Bulls,101138.0,201149.0,2430.0,Bulls
499824,21301098,Jump Ball O'Neal vs. Chandler: Tip to Stoudemire,12:00,1.0,Knicks,Warriors,Knicks,979.0,2199.0,2405.0,Knicks
500263,21301099,Jump Ball Lopez vs. Gasol: Tip to Batum,12:00,1.0,Trail Blazers,Grizzlies,Trail Blazers,201577.0,201188.0,201587.0,Trail Blazers
500699,21301100,Jump Ball Hill vs. Plumlee: Tip to Kaman,12:00,1.0,Lakers,Lakers,Suns,201941.0,203101.0,2549.0,Lakers
501161,21301101,Jump Ball Jefferson vs. Gortat: Tip to Wall,12:00,1.0,Wizards,Bobcats,Wizards,2744.0,101162.0,202322.0,Wizards
501578,21301102,Jump Ball Hibbert vs. Duncan: Tip to West,12:00,1.0,Pacers,Pacers,Spurs,201579.0,1495.0,2561.0,Pacers
502006,21301103,Jump Ball Millsap vs. Sims: Tip to Thompson,12:00,1.0,76ers,Hawks,76ers,200794.0,203156.0,203138.0,76ers
502483,21301104,Jump Ball Drummond vs. Pachulia: Tip to Jennings,12:00,1.0,Pistons,Pistons,Bucks,203083.0,2585.0,201943.0,Pistons
502973,21301105,Jump Ball Bosh vs. Valanciunas: Tip to Haslem,12:00,1.0,Heat,Heat,Raptors,2547.0,202685.0,2617.0,Heat
503354,21301106,Jump Ball Noah vs. Bass: Tip to Boozer,12:00,1.0,Bulls,Celtics,Bulls,201149.0,101138.0,2430.0,Bulls
503759,21301107,Jump Ball Pekovic vs. Jordan: Tip to Paul,12:00,1.0,Clippers,Clippers,Timberwolves,201593.0,201599.0,101108.0,Clippers
504220,21301108,Jump Ball Davis vs. Cousins: Tip to Roberts,12:00,1.0,Pelicans,Pelicans,Kings,203076.0,202326.0,203148.0,Pelicans
504669,21301109,Jump Ball Mozgov vs. Gasol: Tip to Faried,12:00,1.0,Nuggets,Nuggets,Grizzlies,202389.0,201188.0,202702.0,Nuggets
505117,21301110,Jump Ball Favors vs. Chandler: Tip to Jefferson,12:00,1.0,Jazz,Knicks,Jazz,202324.0,2199.0,2210.0,Jazz
505540,21301111,Jump Ball Plumlee vs. Asik: Tip to Pierce,12:00,1.0,Nets,Nets,Rockets,203486.0,201600.0,1718.0,Nets
505993,21301112,Jump Ball Dalembert vs. O'Neal: Tip to Green,12:00,1.0,Warriors,Mavericks,Warriors,2223.0,979.0,203110.0,Warriors
506435,21301113,Jump Ball Gasol vs. Lopez: Tip to Aldridge,12:00,1.0,Trail Blazers,Lakers,Trail Blazers,2200.0,201577.0,200746.0,Trail Blazers
506905,21301114,Jump Ball Hibbert vs. Drummond: Tip to Smith,12:00,1.0,Pistons,Pistons,Pacers,201579.0,203083.0,2746.0,Pistons
507365,21301115,Jump Ball Chandler vs. Plumlee: Tip to Felton,12:00,1.0,Knicks,Nets,Knicks,2199.0,203486.0,101109.0,Knicks
507765,21301116,Jump Ball Vucevic vs. Hawes: Tip to Irving,12:00,1.0,Cavaliers,Cavaliers,Magic,202696.0,201150.0,202681.0,Cavaliers
508179,21301117,Jump Ball Sims vs. Jefferson: Tip to Zeller,12:00,1.0,Hornets,Bobcats,76ers,203156.0,2744.0,203469.0,Hornets
508625,21301118,Jump Ball Valanciunas vs. Asik: Tip to Johnson,12:00,1.0,Raptors,Rockets,Raptors,202685.0,201600.0,101161.0,Raptors
509122,21301119,Jump Ball Gortat vs. Bass: Tip to Wall,12:00,1.0,Wizards,Celtics,Wizards,101162.0,101138.0,202322.0,Wizards
509554,21301120,Jump Ball Millsap vs. Noah: Tip to Butler,12:00,1.0,Bulls,Hawks,Bulls,200794.0,201149.0,202710.0,Bulls
509955,21301121,Jump Ball Bosh vs. Pachulia: Tip to Adrien,12:00,1.0,Bucks,Heat,Bucks,2547.0,2585.0,202399.0,Bucks
510332,21301122,Jump Ball Dieng vs. Gasol: Tip to Conley,12:00,1.0,Grizzlies,Grizzlies,Timberwolves,203476.0,201188.0,201144.0,Grizzlies
510750,21301123,Jump Ball Duncan vs. O'Neal: Tip to Parker,12:00,1.0,Spurs,Warriors,Spurs,1495.0,979.0,2225.0,Spurs
511154,21301124,Jump Ball Mozgov vs. Davis: Tip to Lawson,12:00,1.0,Nuggets,Nuggets,Pelicans,202389.0,203076.0,201951.0,Nuggets
511631,21301125,Jump Ball Plumlee vs. Jordan: Tip to Frye,12:00,1.0,Suns,Clippers,Suns,203101.0,201599.0,101112.0,Suns
512095,21301126,Jump Ball Cousins vs. Hill: Tip to McCallum,12:00,1.0,Kings,Lakers,Kings,202326.0,201941.0,203492.0,Kings
512554,21301127,Jump Ball Roberson vs. Parker: Tip to Perkins,12:00,1.0,Thunder,Thunder,Spurs,203460.0,2225.0,2570.0,Thunder
512990,21301128,Jump Ball Jordan vs. Dalembert: Tip to Griffin,12:00,1.0,Clippers,Mavericks,Clippers,201599.0,2223.0,201933.0,Clippers
513449,21301129,Jump Ball Gasol vs. Mozgov: Tip to Gasol,12:00,1.0,Grizzlies,Nuggets,Grizzlies,201188.0,202389.0,201188.0,Grizzlies
513946,21301130,Jump Ball Jefferson vs. Nicholson: Tip to Zeller,12:00,1.0,Hornets,Bobcats,Magic,2744.0,203094.0,203469.0,Hornets
514395,21301131,Jump Ball Valanciunas vs. Hibbert: Tip to West,12:00,1.0,Pacers,Pacers,Raptors,202685.0,201579.0,2561.0,Pacers
514825,21301132,Jump Ball Millsap vs. Hawes: Tip to,12:00,1.0,,Hawks,Cavaliers,200794.0,201150.0,1610612739.0,
515256,21301133,Jump Ball Bass vs. Sims: Tip to Humphries,12:00,1.0,Celtics,Celtics,76ers,101138.0,203156.0,2743.0,Celtics
515737,21301134,Jump Ball Plumlee vs. Drummond: Tip to Jennings,12:00,1.0,Pistons,Nets,Pistons,203486.0,203083.0,201943.0,Pistons
516120,21301135,Jump Ball Bosh vs. Dieng: Tip to Chalmers,12:00,1.0,Heat,Heat,Timberwolves,2547.0,203476.0,201596.0,Heat
516678,21301136,Jump Ball Chandler vs. Gortat: Tip to Booker,12:00,1.0,Wizards,Knicks,Wizards,2199.0,101162.0,202344.0,Wizards
517074,21301137,Jump Ball Noah vs. Pachulia: Tip to Boozer,12:00,1.0,Bulls,Bulls,Bucks,201149.0,2585.0,2430.0,Bulls
517556,21301138,Jump Ball Kanter vs. Davis: Tip to Roberts,12:00,1.0,Pelicans,Pelicans,Jazz,202683.0,203076.0,203148.0,Pelicans
518002,21301139,Jump Ball Asik vs. Ibaka: Tip to Lin,12:00,1.0,Rockets,Rockets,Thunder,201600.0,201586.0,202391.0,Rockets
518461,21301140,Jump Ball Lopez vs. Plumlee: Tip to Frye,12:00,1.0,Suns,Suns,Trail Blazers,201577.0,203101.0,101112.0,Suns
518958,21301141,Jump Ball O'Neal vs. Cousins: Tip to McCallum,12:00,1.0,Kings,Warriors,Kings,979.0,202326.0,203492.0,Kings
519406,21301142,Jump Ball Hill vs. Dalembert: Tip to Nowitzki,12:00,1.0,Mavericks,Mavericks,Lakers,201941.0,2223.0,1717.0,Mavericks
519854,21301143,Jump Ball Dedmon vs. Dieng: Tip to O'Quinn,12:00,1.0,Magic,Timberwolves,Magic,203473.0,203476.0,203124.0,Magic
520268,21301144,Jump Ball Gortat vs. Noah: Tip to Wall,12:00,1.0,Wizards,Bulls,Wizards,101162.0,201149.0,202322.0,Wizards
520682,21301145,Jump Ball Hawes vs. Jefferson: Tip to Zeller,12:00,1.0,Hornets,Bobcats,Cavaliers,201150.0,2744.0,203469.0,Hornets
521199,21301146,Jump Ball Drummond vs. Bass: Tip to Singler,12:00,1.0,Pistons,Celtics,Pistons,203083.0,101138.0,202713.0,Pistons
521639,21301147,Jump Ball Sims vs. Garnett: Tip to Pierce,12:00,1.0,Nets,Nets,76ers,203156.0,708.0,1718.0,Nets
522084,21301148,Jump Ball Pachulia vs. Valanciunas: Tip to Vasquez,12:00,1.0,Raptors,Bucks,Raptors,2585.0,202685.0,202349.0,Raptors
522525,21301149,Jump Ball Bosh vs. Chandler: Tip to James,12:00,1.0,Heat,Heat,Knicks,2547.0,2199.0,2544.0,Heat
522952,21301150,Jump Ball Jordan vs. Hill: Tip to Griffin,12:00,1.0,Clippers,Clippers,Lakers,201599.0,201941.0,201933.0,Clippers
523406,21301151,Jump Ball Cousins vs. Dalembert: Tip to Calderon,12:00,1.0,Mavericks,Mavericks,Kings,202326.0,2223.0,101181.0,Mavericks
523854,21301152,Jump Ball Hibbert vs. Millsap: Tip to Antic,12:00,1.0,Hawks,Hawks,Pacers,201579.0,200794.0,203544.0,Hawks
524297,21301153,Jump Ball Asik vs. Mozgov: Tip to Brooks,12:00,1.0,Nuggets,Nuggets,Rockets,201600.0,202389.0,201166.0,Nuggets
524832,21301154,Jump Ball Duncan vs. Gasol: Tip to Parker,12:00,1.0,Spurs,Grizzlies,Spurs,1495.0,201188.0,2225.0,Spurs
525257,21301155,Jump Ball Bogut vs. Favors: Tip to Jefferson,12:00,1.0,Jazz,Warriors,Jazz,101106.0,202324.0,2210.0,Jazz
525682,21301156,Jump Ball Plumlee vs. Ibaka: Tip to Westbrook,12:00,1.0,Thunder,Thunder,Suns,203101.0,201586.0,201566.0,Thunder
526133,21301157,Jump Ball Lopez vs. Davis: Tip to Stiemsma,12:00,1.0,Pelicans,Pelicans,Trail Blazers,201577.0,203076.0,201880.0,Pelicans
526566,21301158,Jump Ball Bosh vs. Plumlee: Tip to Chalmers,12:00,1.0,Heat,Nets,Heat,2547.0,203486.0,201596.0,Heat
526929,21301159,Jump Ball Favors vs. Dalembert: Tip to Calderon,12:00,1.0,Mavericks,Mavericks,Jazz,202324.0,2223.0,101181.0,Mavericks
527323,21301160,Jump Ball Thompson vs. Ibaka: Tip to Perkins,12:00,1.0,Thunder,Thunder,Kings,201574.0,201586.0,2570.0,Thunder
527760,21301161,Jump Ball Hill vs. Asik: Tip to Kelly,12:00,1.0,Lakers,Rockets,Lakers,201941.0,201600.0,203527.0,Lakers
528252,21301162,Jump Ball Hawes vs. Drummond: Tip to Jennings,12:00,1.0,Pistons,Cavaliers,Pistons,201150.0,203083.0,201943.0,Pistons
528717,21301163,Jump Ball Dedmon vs. Garnett: Tip to Harkless,12:00,1.0,Magic,Nets,Magic,203473.0,708.0,203090.0,Magic
529178,21301164,Jump Ball Valanciunas vs. Sims: Tip to Lowry,12:00,1.0,Raptors,76ers,Raptors,202685.0,203156.0,200768.0,Raptors
529619,21301165,Jump Ball Gortat vs. Jefferson: Tip to McRoberts,12:00,1.0,Hornets,Bobcats,Wizards,101162.0,2744.0,201177.0,Hornets
530066,21301166,Jump Ball Brand vs. Bass: Tip to Sullinger,12:00,1.0,Celtics,Hawks,Celtics,1882.0,101138.0,203096.0,Celtics
530490,21301167,Jump Ball Gasol vs. Bosh: Tip to Randolph,12:00,1.0,Grizzlies,Grizzlies,Heat,201188.0,2547.0,2216.0,Grizzlies
530880,21301168,Jump Ball Pachulia vs. Mahinmi: Tip to Scola,12:00,1.0,Pacers,Pacers,Bucks,2585.0,101133.0,2449.0,Pacers
531346,21301169,Jump Ball Dieng vs. Noah: Tip to Rubio,12:00,1.0,Timberwolves,Bulls,Timberwolves,203476.0,201149.0,201937.0,Timberwolves
531741,21301170,Jump Ball Aminu vs. Plumlee: Tip to Frye,12:00,1.0,Suns,Pelicans,Suns,202329.0,203101.0,101112.0,Suns
532145,21301171,Jump Ball Mozgov vs. Asik: Tip to Lin,12:00,1.0,Rockets,Nuggets,Rockets,202389.0,201600.0,202391.0,Rockets
532620,21301172,Jump Ball Lopez vs. Thompson: Tip to McLemore,12:00,1.0,Kings,Trail Blazers,Kings,201577.0,201574.0,203463.0,Kings
533066,21301173,Jump Ball Jordan vs. Ibaka: Tip to Paul,12:00,1.0,Clippers,Clippers,Thunder,201599.0,201586.0,101108.0,Clippers
533574,21301174,Jump Ball Dalembert vs. Duncan: Tip to Mills,12:00,1.0,Spurs,Mavericks,Spurs,2223.0,1495.0,201988.0,Spurs
534047,21301175,Jump Ball Bogut vs. Mozgov: Tip to Green,12:00,1.0,Warriors,Nuggets,Warriors,101106.0,202389.0,203110.0,Warriors
534530,21301176,Jump Ball Dedmon vs. Gortat: Tip to Afflalo,12:00,1.0,Magic,Magic,Wizards,203473.0,101162.0,201167.0,Magic
535001,21301177,Jump Ball Valanciunas vs. Chandler: Tip to Felton,12:00,1.0,Knicks,Knicks,Raptors,202685.0,2199.0,101109.0,Knicks
535466,21301178,Jump Ball Bass vs. Jefferson: Tip to Sullinger,12:00,1.0,Celtics,Celtics,Bobcats,101138.0,2744.0,203096.0,Celtics
535876,21301179,Jump Ball Garnett vs. Brand: Tip to Millsap,12:00,1.0,Hawks,Hawks,Nets,708.0,1882.0,200794.0,Hawks
536316,21301180,Jump Ball Bosh vs. Hibbert: Tip to West,12:00,1.0,Pacers,Pacers,Heat,2547.0,201579.0,2561.0,Pacers
536729,21301181,Jump Ball Noah vs. Drummond: Tip to Boozer,12:00,1.0,Bulls,Bulls,Pistons,201149.0,203083.0,2430.0,Bulls
537151,21301182,Jump Ball Gasol vs. Sims: Tip to Randolph,12:00,1.0,Grizzlies,Grizzlies,76ers,201188.0,203156.0,2216.0,Grizzlies
537604,21301183,Jump Ball Dieng vs. Asik: Tip to Hummel,12:00,1.0,Timberwolves,Rockets,Timberwolves,203476.0,201600.0,203133.0,Timberwolves
538136,21301184,Jump Ball Ibaka vs. Withey: Tip to Perkins,12:00,1.0,Thunder,Pelicans,Thunder,201586.0,203481.0,2570.0,Thunder
538580,21301185,Jump Ball Pachulia vs. Hawes: Tip to Thompson,12:00,1.0,Cavaliers,Cavaliers,Bucks,2585.0,201150.0,202684.0,Cavaliers
539066,21301186,Jump Ball Splitter vs. Plumlee: Tip to Green,12:00,1.0,Suns,Suns,Spurs,201168.0,203101.0,101123.0,Suns
539510,21301187,Jump Ball Favors vs. Lopez: Tip to,12:00,1.0,,Trail Blazers,Jazz,202324.0,201577.0,1610612757.0,
539944,21301188,Jump Ball Hill vs. Bogut: Tip to Green,12:00,1.0,Warriors,Warriors,Lakers,201941.0,101106.0,203110.0,Warriors
540388,21301189,Jump Ball Jordan vs. Cousins: Tip to,12:00,1.0,,Clippers,Kings,201599.0,202326.0,1610612758.0,
540871,21301190,Jump Ball Jefferson vs. Sims: Tip to McRoberts,12:00,1.0,Hornets,Bobcats,76ers,2744.0,203156.0,201177.0,Hornets
541354,21301191,Jump Ball Gortat vs. Pachulia: Tip to Wall,12:00,1.0,Wizards,Bucks,Wizards,101162.0,2585.0,202322.0,Wizards
541787,21301192,Jump Ball Brand vs. Bosh: Tip to,12:00,1.0,,Hawks,Heat,1882.0,2547.0,1610612737.0,
542213,21301193,Jump Ball Hawes vs. Bass: Tip to Thompson,12:00,1.0,Cavaliers,Celtics,Cavaliers,201150.0,101138.0,202684.0,Cavaliers
542677,21301194,Jump Ball Howard vs. Ajinca: Tip to Beverley,12:00,1.0,Rockets,Rockets,Pelicans,2730.0,201582.0,201976.0,Rockets
543135,21301195,Jump Ball Dalembert vs. Plumlee: Tip to Nowitzki,12:00,1.0,Mavericks,Mavericks,Suns,2223.0,203101.0,1717.0,Mavericks
543572,21301196,Jump Ball Mozgov vs. Favors: Tip to Hayward,12:00,1.0,Jazz,Nuggets,Jazz,202389.0,202324.0,202330.0,Jazz
544050,21301197,Jump Ball Chandler vs. Noah: Tip to Boozer,12:00,1.0,Bulls,Bulls,Knicks,2199.0,201149.0,2430.0,Bulls
544480,21301198,Jump Ball Drummond vs. Valanciunas: Tip to Stuckey,12:00,1.0,Pistons,Pistons,Raptors,203083.0,202685.0,201155.0,Pistons
544993,21301199,Jump Ball Garnett vs. Dedmon: Tip to O'Quinn,12:00,1.0,Magic,Nets,Magic,708.0,203473.0,203124.0,Magic
545406,21301200,Jump Ball Hibbert vs. Ibaka: Tip to George,12:00,1.0,Pacers,Pacers,Thunder,201579.0,201586.0,202331.0,Pacers
545847,21301201,Jump Ball Lopez vs. Bogut: Tip to Lee,12:00,1.0,Warriors,Warriors,Trail Blazers,201577.0,101106.0,101135.0,Warriors
546326,21301202,Jump Ball Thompson vs. Dieng: Tip to Williams,12:00,1.0,Kings,Timberwolves,Kings,201574.0,203476.0,202682.0,Kings
546798,21301203,Jump Ball Hill vs. Gasol: Tip to Conley,12:00,1.0,Grizzlies,Lakers,Grizzlies,201941.0,201188.0,201144.0,Grizzlies
547208,21301204,Jump Ball Sims vs. Bass: Tip to Young,12:00,1.0,76ers,Celtics,76ers,203156.0,101138.0,201152.0,76ers
547700,21301205,Jump Ball Valanciunas vs. Pachulia: Tip to Adrien,12:00,1.0,Bucks,Bucks,Raptors,202685.0,2585.0,202399.0,Bucks
548134,21301206,Jump Ball Gortat vs. Battier: Tip to Wall,12:00,1.0,Wizards,Heat,Wizards,101162.0,2203.0,202322.0,Wizards
548527,21301207,Jump Ball Antic vs. Jefferson: Tip to Jefferson,12:00,1.0,Hornets,Hawks,Bobcats,203544.0,2744.0,2744.0,Hornets
548970,21301208,Jump Ball Noah vs. Dedmon: Tip to Dunleavy,12:00,1.0,Bulls,Bulls,Magic,201149.0,203473.0,2399.0,Bulls
