,GAME_ID,HOMEDESCRIPTION,PCTIMESTRING,PERIOD,PLAYER3_TEAM_ABBREVIATION,HOME_TEAM,AWAY_TEAM,JUMP_BALL_HOME_PLAYER_ID,JUMP_BALL_AWAY_PLAYER_ID,JUMP_BALL_RETRIEVED_PLAYER_ID,JUMP_BALL_RETRIEVED_TEAM_NAME
458143,21701002,Jump Ball Gasol vs. Henson: Tip to Martin,12:00,1.0,Grizzlies,Grizzlies,Bucks,201188.0,203089.0,1626185.0,Grizzlies
458576,21701003,Jump Ball Adams vs. Koufos: Tip to Anthony,12:00,1.0,Thunder,Thunder,Kings,203500.0,201585.0,2546.0,Thunder
459003,21701004,Jump Ball Nurkic vs. Adebayo: Tip to Dragic,12:00,1.0,Heat,Heat,Trail Blazers,203994.0,1628389.0,201609.0,Heat
459444,21701005,Jump Ball Embiid vs. Turner: Tip to Oladipo,12:00,1.0,Pacers,Pacers,76ers,203954.0,1626167.0,203506.0,Pacers
459904,21701006,Jump Ball Gortat vs. Towns: Tip to Porter Jr.,12:00,1.0,Wizards,Timberwolves,Wizards,101162.0,1626157.0,203490.0,Wizards
460419,21701007,Jump Ball Dedmon vs. Johnson: Tip to Schroder,12:00,1.0,Hawks,Hawks,Thunder,203473.0,1626177.0,203471.0,Hawks
460895,21701008,Jump Ball Cunningham vs. Valanciunas: Tip to Dinwiddie,12:00,1.0,Nets,Nets,Raptors,201967.0,202685.0,203915.0,Nets
461336,21701009,Jump Ball Kanter vs. Barnes: Tip to Mudiay,12:00,1.0,Knicks,Mavericks,Knicks,202683.0,203084.0,1626144.0,Knicks
461760,21701010,Jump Ball Lopez vs. Jordan: Tip to Harris,12:00,1.0,Clippers,Bulls,Clippers,201577.0,201599.0,202699.0,Clippers
462199,21701011,Jump Ball Davis vs. Howard: Tip to Rondo,12:00,1.0,Pelicans,Hornets,Pelicans,203076.0,2730.0,200765.0,Pelicans
462667,21701012,Jump Ball Aldridge vs. Vucevic: Tip to Augustin,12:00,1.0,Magic,Magic,Spurs,200746.0,202696.0,201571.0,Magic
463082,21701013,Jump Ball Gobert vs. Drummond: Tip to Ingles,12:00,1.0,Jazz,Pistons,Jazz,203497.0,203083.0,204060.0,Jazz
463567,21701014,Jump Ball Bender vs. Nance Jr.: Tip to G. Hill,12:00,1.0,Cavaliers,Cavaliers,Suns,1627733.0,1626204.0,201588.0,Cavaliers
464072,21701015,Jump Ball Lopez vs. Jokic: Tip to Ball,12:00,1.0,Lakers,Nuggets,Lakers,201572.0,203999.0,1628366.0,Lakers
464501,21701016,Jump Ball Vucevic vs. Henson: Tip to Isaac,12:00,1.0,Magic,Bucks,Magic,202696.0,203089.0,1628371.0,Magic
464923,21701017,Jump Ball Baynes vs. Gortat: Tip to Morris,12:00,1.0,Celtics,Celtics,Wizards,203382.0,101162.0,202694.0,Celtics
465349,21701018,Jump Ball Cauley-Stein vs. Adebayo: Tip to Dragic,12:00,1.0,Heat,Heat,Kings,1626161.0,1628389.0,201609.0,Heat
465794,21701019,Jump Ball Pachulia vs. Lopez: Tip to Thomas,12:00,1.0,Lakers,Warriors,Lakers,2585.0,201572.0,202738.0,Lakers
466218,21701020,Jump Ball Turner vs. Valanciunas: Tip to Young,12:00,1.0,Pacers,Pacers,Raptors,1626167.0,202685.0,201152.0,Pacers
466708,21701021,Jump Ball Dedmon vs. Howard: Tip to Walker,12:00,1.0,Hornets,Hawks,Hornets,203473.0,2730.0,202689.0,Hornets
467126,21701022,Jump Ball Kanter vs. Embiid: Tip to Simmons,12:00,1.0,76ers,Knicks,76ers,202683.0,203954.0,1627732.0,76ers
467547,21701023,Jump Ball Capela vs. Jordan: Tip to Tucker,12:00,1.0,Rockets,Rockets,Clippers,203991.0,201599.0,200782.0,Rockets
468029,21701024,Jump Ball Gasol vs. Lopez: Tip to Green,12:00,1.0,Grizzlies,Bulls,Grizzlies,201188.0,201577.0,203210.0,Grizzlies
468526,21701025,Jump Ball Aldridge vs. Davis: Tip to Holiday,12:00,1.0,Pelicans,Pelicans,Spurs,200746.0,203076.0,201950.0,Pelicans
469051,21701026,Jump Ball Jokic vs. Drummond: Tip to Griffin,12:00,1.0,Pistons,Nuggets,Pistons,203999.0,203083.0,201933.0,Pistons
469487,21701027,Jump Ball Gobert vs. Len: Tip to Warren,12:00,1.0,Suns,Suns,Jazz,203497.0,203458.0,203933.0,Suns
469927,21701028,Jump Ball Nurkic vs. Green: Tip to Lillard,12:00,1.0,Trail Blazers,Cavaliers,Trail Blazers,203994.0,201145.0,203081.0,Trail Blazers
470378,21701029,Jump Ball Vucevic vs. Baynes: Tip to Augustin,12:00,1.0,Magic,Celtics,Magic,202696.0,203382.0,201571.0,Magic
470829,21701030,Jump Ball Embiid vs. Allen: Tip to Hollis-Jefferson,12:00,1.0,Nets,Nets,76ers,203954.0,1628386.0,1626178.0,Nets
471272,21701031,Jump Ball Valanciunas vs. Powell: Tip to Wright,12:00,1.0,Raptors,Mavericks,Raptors,202685.0,203939.0,1626153.0,Raptors
471719,21701032,Jump Ball Adams vs. Jordan: Tip to George,12:00,1.0,Thunder,Clippers,Thunder,203500.0,201599.0,202331.0,Thunder
472128,21701033,Jump Ball Pachulia vs. Cauley-Stein: Tip to Jackson,12:00,1.0,Kings,Warriors,Kings,2585.0,1626161.0,1628382.0,Kings
472585,21701034,Jump Ball Lopez vs. Adebayo: Tip to Ball,12:00,1.0,Lakers,Lakers,Heat,201572.0,1628389.0,1628366.0,Lakers
473006,21701035,Jump Ball Gortat vs. Jefferson: Tip to Mark Morris,12:00,1.0,Wizards,Pacers,Wizards,101162.0,2744.0,202693.0,Wizards
473497,21701036,Jump Ball Davis vs. Capela: Tip to Moore,12:00,1.0,Pelicans,Rockets,Pelicans,203076.0,203991.0,202734.0,Pelicans
473956,21701037,Jump Ball Allen vs. Powell: Tip to Russell,12:00,1.0,Nets,Nets,Mavericks,1628386.0,203939.0,1626156.0,Nets
474396,21701038,Jump Ball Kanter vs. Howard: Tip to Walker,12:00,1.0,Hornets,Hornets,Knicks,202683.0,2730.0,202689.0,Hornets
474861,21701039,Jump Ball Felicio vs. Zizic: Tip to Zipser,12:00,1.0,Bulls,Bulls,Cavaliers,1626245.0,1627790.0,1627835.0,Bulls
475312,21701040,Jump Ball Gasol vs. Jokic: Tip to Martin,12:00,1.0,Grizzlies,Nuggets,Grizzlies,201188.0,203999.0,1626185.0,Grizzlies
475728,21701041,Jump Ball Henson vs. Dedmon: Tip to Antetokounmpo,12:00,1.0,Bucks,Hawks,Bucks,203089.0,203473.0,203507.0,Bucks
476130,21701042,Jump Ball Aldridge vs. Towns: Tip to Anderson,12:00,1.0,Spurs,Timberwolves,Spurs,200746.0,1626157.0,203937.0,Spurs
476575,21701043,Jump Ball Gobert vs. Labissiere: Tip to Ingles,12:00,1.0,Jazz,Kings,Jazz,203497.0,1627746.0,204060.0,Jazz
477038,21701044,Jump Ball Len vs. Pachulia: Tip to Green,12:00,1.0,Warriors,Warriors,Suns,203458.0,2585.0,203110.0,Warriors
477489,21701045,Jump Ball Nurkic vs. Drummond: Tip to Smith,12:00,1.0,Pistons,Pistons,Trail Blazers,203994.0,203083.0,202397.0,Pistons
478053,21701046,Jump Ball Valanciunas vs. Adams: Tip to Valanciunas,12:00,1.0,Raptors,Thunder,Raptors,202685.0,203500.0,202685.0,Raptors
478552,21701047,Jump Ball Davis vs. Baynes: Tip to Rondo,12:00,1.0,Pelicans,Celtics,Pelicans,203076.0,203382.0,200765.0,Pelicans
478998,21701048,Jump Ball Towns vs. Capela: Tip to Tucker,12:00,1.0,Rockets,Rockets,Timberwolves,1626157.0,203991.0,200782.0,Rockets
479410,21701049,Jump Ball Jordan vs. Nurkic: Tip to,12:00,1.0,,Clippers,Trail Blazers,201599.0,203994.0,1610612746.0,
479856,21701050,Jump Ball Love vs. Henson: Tip to Antetokounmpo,12:00,1.0,Bucks,Cavaliers,Bucks,201567.0,203089.0,203507.0,Bucks
480332,21701051,Jump Ball Turner vs. Lopez: Tip to Ball,12:00,1.0,Lakers,Pacers,Lakers,1626167.0,201572.0,1628366.0,Lakers
480817,21701052,Jump Ball Embiid vs. Howard: Tip to Simmons,12:00,1.0,76ers,Hornets,76ers,203954.0,2730.0,1627732.0,76ers
481277,21701053,Jump Ball Allen vs. Davis: Tip to Carroll,12:00,1.0,Nets,Nets,Grizzlies,1628386.0,1627738.0,201960.0,Nets
481764,21701054,Jump Ball Adebayo vs. Jokic: Tip to Barton,12:00,1.0,Nuggets,Nuggets,Heat,1628389.0,203999.0,203115.0,Nuggets
482160,21701055,Jump Ball Kanter vs. Felicio: Tip to Beasley,12:00,1.0,Knicks,Bulls,Knicks,202683.0,1626245.0,201563.0,Knicks
482601,21701056,Jump Ball Aldridge vs. Pachulia: Tip to Mills,12:00,1.0,Spurs,Warriors,Spurs,200746.0,2585.0,201988.0,Spurs
483047,21701057,Jump Ball Cauley-Stein vs. Drummond: Tip to Griffin,12:00,1.0,Pistons,Pistons,Kings,1626161.0,203083.0,201933.0,Pistons
483528,21701058,Jump Ball Vucevic vs. Ibaka: Tip to Ibaka,12:00,1.0,Raptors,Magic,Raptors,202696.0,201586.0,201586.0,Raptors
483998,21701059,Jump Ball Baynes vs. Adams: Tip to Westbrook,12:00,1.0,Thunder,Celtics,Thunder,203382.0,203500.0,201566.0,Thunder
484417,21701060,Jump Ball Towns vs. Jordan: Tip to Wiggins,12:00,1.0,Timberwolves,Clippers,Timberwolves,1626157.0,201599.0,203952.0,Timberwolves
484841,21701061,Jump Ball Davis vs. Powell: Tip to Rondo,12:00,1.0,Pelicans,Mavericks,Pelicans,203076.0,203939.0,200765.0,Pelicans
485272,21701062,Jump Ball Gobert vs. Dedmon: Tip to Jerebko,12:00,1.0,Jazz,Hawks,Jazz,203497.0,203473.0,201973.0,Jazz
485716,21701063,Jump Ball Len vs. Drummond: Tip to Griffin,12:00,1.0,Pistons,Pistons,Suns,203458.0,203083.0,201933.0,Pistons
486135,21701064,Jump Ball Nurkic vs. Capela: Tip to Aminu,12:00,1.0,Trail Blazers,Rockets,Trail Blazers,203994.0,203991.0,202329.0,Trail Blazers
486561,21701065,Jump Ball Love vs. Valanciunas: Tip to Lowry,12:00,1.0,Raptors,Cavaliers,Raptors,201567.0,202685.0,200768.0,Raptors
487003,21701066,Jump Ball Embiid vs. Gasol: Tip to Green,12:00,1.0,Grizzlies,Grizzlies,76ers,203954.0,201188.0,203210.0,Grizzlies
487464,21701067,Jump Ball Allen vs. Howard: Tip to Crabbe,12:00,1.0,Nets,Nets,Hornets,1628386.0,2730.0,203459.0,Nets
487953,21701068,Jump Ball Adebayo vs. Kanter: Tip to Johnson,12:00,1.0,Heat,Heat,Knicks,1628389.0,202683.0,201949.0,Heat
488421,21701069,Jump Ball Felicio vs. Jokic: Tip to Millsap,12:00,1.0,Nuggets,Bulls,Nuggets,1626245.0,203999.0,200794.0,Nuggets
488844,21701070,Jump Ball Henson vs. Jordan: Tip to Antetokounmpo,12:00,1.0,Bucks,Clippers,Bucks,203089.0,201599.0,203507.0,Bucks
489258,21701071,Jump Ball Aldridge vs. Gortat: Tip to Satoransky,12:00,1.0,Wizards,Spurs,Wizards,200746.0,101162.0,203107.0,Wizards
489683,21701072,Jump Ball Hernangomez vs. Davis: Tip to Lamb,12:00,1.0,Hornets,Hornets,Grizzlies,1626195.0,1627738.0,203087.0,Hornets
490148,21701073,Jump Ball Vucevic vs. Embiid: Tip to Simmons,12:00,1.0,76ers,Magic,76ers,202696.0,203954.0,1627732.0,76ers
490611,21701074,Jump Ball Capela vs. Drummond: Tip to Griffin,12:00,1.0,Pistons,Pistons,Rockets,203991.0,203083.0,201933.0,Pistons
491155,21701075,Jump Ball Davis vs. Lopez: Tip to Ball,12:00,1.0,Lakers,Lakers,Pelicans,203076.0,201572.0,1628366.0,Lakers
491641,21701076,Jump Ball Powell vs. Gobert: Tip to Favors,12:00,1.0,Jazz,Mavericks,Jazz,203939.0,203497.0,202324.0,Jazz
492115,21701077,Jump Ball Cauley-Stein vs. Dedmon: Tip to Taylor,12:00,1.0,Hawks,Hawks,Kings,1626161.0,203473.0,1627819.0,Hawks
492541,21701078,Jump Ball Turner vs. Jordan: Tip to Harris,12:00,1.0,Clippers,Pacers,Clippers,1626167.0,201599.0,202699.0,Clippers
492998,21701079,Jump Ball Gortat vs. Jokic: Tip to Millsap,12:00,1.0,Nuggets,Nuggets,Wizards,101162.0,203999.0,200794.0,Nuggets
493425,21701080,Jump Ball Love vs. Chriss: Tip to Bender,12:00,1.0,Suns,Cavaliers,Suns,201567.0,1627737.0,1627733.0,Suns
493872,21701081,Jump Ball Kanter vs. Towns: Tip to Gibson,12:00,1.0,Timberwolves,Timberwolves,Knicks,202683.0,1626157.0,201959.0,Timberwolves
494323,21701082,Jump Ball Valanciunas vs. Allen: Tip to Russell,12:00,1.0,Nets,Nets,Raptors,202685.0,1628386.0,1626156.0,Nets
494764,21701083,Jump Ball Felicio vs. Henson: Tip to Brown,12:00,1.0,Bucks,Bulls,Bucks,1626245.0,203089.0,1628425.0,Bucks
495287,21701084,Jump Ball Adams vs. Adebayo: Tip to Westbrook,12:00,1.0,Thunder,Heat,Thunder,203500.0,1628389.0,201566.0,Thunder
495722,21701085,Jump Ball Aldridge vs. Gobert: Tip to Rubio,12:00,1.0,Jazz,Spurs,Jazz,200746.0,203497.0,201937.0,Jazz
496144,21701086,Jump Ball Nurkic vs. Baynes: Tip to Lillard,12:00,1.0,Trail Blazers,Celtics,Trail Blazers,203994.0,203382.0,203081.0,Trail Blazers
496552,21701087,Jump Ball Pachulia vs. Dedmon: Tip to Bell,12:00,1.0,Warriors,Hawks,Warriors,2585.0,203473.0,1628395.0,Warriors
496989,21701088,Jump Ball Embiid vs. Towns: Tip to Wiggins,12:00,1.0,Timberwolves,Timberwolves,76ers,203954.0,1626157.0,203952.0,Timberwolves
497440,21701089,Jump Ball Drummond vs. Lopez: Tip to Jackson,12:00,1.0,Pistons,Bulls,Pistons,203083.0,201577.0,202704.0,Pistons
497923,21701090,Jump Ball Vucevic vs. Chriss: Tip to Gordon,12:00,1.0,Magic,Magic,Suns,202696.0,1627737.0,203932.0,Magic
498345,21701091,Jump Ball Capela vs. Davis: Tip to Tucker,12:00,1.0,Rockets,Rockets,Pelicans,203991.0,203076.0,200782.0,Rockets
498825,21701092,Jump Ball Gasol vs. Lopez: Tip to Ball,12:00,1.0,Lakers,Lakers,Grizzlies,201188.0,201572.0,1628366.0,Lakers
499272,21701093,Jump Ball Powell vs. Howard: Tip to Williams,12:00,1.0,Hornets,Hornets,Mavericks,203939.0,2730.0,101107.0,Hornets
499730,21701094,Jump Ball Allen vs. Nance Jr.: Tip to Carroll,12:00,1.0,Nets,Nets,Cavaliers,1628386.0,1626204.0,201960.0,Nets
500165,21701095,Jump Ball Henson vs. Aldridge: Tip to Murray,12:00,1.0,Spurs,Bucks,Spurs,203089.0,200746.0,1627749.0,Spurs
500628,21701096,Jump Ball Turner vs. Adebayo: Tip to Dragic,12:00,1.0,Heat,Pacers,Heat,1626167.0,1628389.0,201609.0,Heat
501097,21701097,Jump Ball Valanciunas vs. Jordan: Tip to Lowry,12:00,1.0,Raptors,Clippers,Raptors,202685.0,201599.0,200768.0,Raptors
501544,21701098,Jump Ball Gortat vs. Kanter: Tip to Satoransky,12:00,1.0,Wizards,Knicks,Wizards,101162.0,202683.0,203107.0,Wizards
501899,21701099,Jump Ball Labissiere vs. Baynes: Tip to Horford,12:00,1.0,Celtics,Celtics,Kings,1627746.0,203382.0,201143.0,Celtics
502383,21701100,Jump Ball Adams vs. Nurkic: Tip to McCollum,12:00,1.0,Trail Blazers,Thunder,Trail Blazers,203500.0,203994.0,203468.0,Trail Blazers
503280,21701101,Jump Ball Capela vs. Dedmon: Tip to Collins,12:00,1.0,Hawks,Hawks,Rockets,203991.0,203473.0,1628381.0,Hawks
503705,21701102,Jump Ball McGee vs. Gobert: Tip to Young,12:00,1.0,Warriors,Warriors,Jazz,201580.0,203497.0,201156.0,Warriors
504180,21701103,Jump Ball Howard vs. Kanter: Tip to Burke,12:00,1.0,Knicks,Hornets,Knicks,2730.0,202683.0,203504.0,Knicks
504662,21701104,Jump Ball Drummond vs. Lopez: Tip to Bullock,12:00,1.0,Pistons,Pistons,Lakers,203083.0,201572.0,203493.0,Pistons
505123,21701105,Jump Ball Embiid vs. Jokic: Tip to Saric,12:00,1.0,76ers,Nuggets,76ers,203954.0,203999.0,203967.0,76ers
505553,21701106,Jump Ball Towns vs. Gasol: Tip to Harrison,12:00,1.0,Grizzlies,Grizzlies,Timberwolves,1626157.0,201188.0,1626150.0,Grizzlies
505991,21701107,Jump Ball Chriss vs. Baynes: Tip to Bender,12:00,1.0,Suns,Celtics,Suns,1627737.0,203382.0,1627733.0,Suns
506443,21701108,Jump Ball Gortat vs. Aldridge: Tip to Mark Morris,12:00,1.0,Wizards,Spurs,Wizards,101162.0,200746.0,202693.0,Wizards
506853,21701110,Jump Ball Mickey vs. Green: Tip to Calderon,12:00,1.0,Cavaliers,Cavaliers,Heat,1626175.0,201145.0,101181.0,Cavaliers
507325,21701111,Jump Ball Nene vs. Felicio: Tip to Tucker,12:00,1.0,Rockets,Bulls,Rockets,2403.0,1626245.0,200782.0,Rockets
507738,21701112,Jump Ball Davis vs. Nurkic: Tip to Nurkic,12:00,1.0,Trail Blazers,Pelicans,Trail Blazers,203076.0,203994.0,203994.0,Trail Blazers
508173,21701113,Jump Ball Labissiere vs. Kleber: Tip to Bogdanovic,12:00,1.0,Kings,Mavericks,Kings,1627746.0,1628467.0,203992.0,Kings
508632,21701114,Jump Ball Pachulia vs. Turner: Tip to Young,12:00,1.0,Pacers,Warriors,Pacers,2585.0,1626167.0,201152.0,Pacers
509098,21701115,Jump Ball Jordan vs. Henson: Tip to Harris,12:00,1.0,Clippers,Clippers,Bucks,201599.0,203089.0,202699.0,Clippers
509496,21701116,Jump Ball Howard vs. Thompson: Tip to,12:00,1.0,,Hornets,Cavaliers,2730.0,202684.0,1610612766.0,
509993,21701117,Jump Ball Vucevic vs. Allen: Tip to Crabbe,12:00,1.0,Nets,Nets,Magic,202696.0,1628386.0,203459.0,Nets
510455,21701118,Jump Ball Embiid vs. Kanter: Tip to Beasley,12:00,1.0,Knicks,Knicks,76ers,203954.0,202683.0,201563.0,Knicks
510905,21701119,Jump Ball Gasol vs. Nurkic: Tip to Aminu,12:00,1.0,Trail Blazers,Grizzlies,Trail Blazers,201188.0,203994.0,202329.0,Trail Blazers
511350,21701120,Jump Ball Towns vs. Dedmon: Tip to Taylor,12:00,1.0,Hawks,Hawks,Timberwolves,1626157.0,203473.0,1627819.0,Hawks
511764,21701121,Jump Ball Gobert vs. Baynes: Tip to Rubio,12:00,1.0,Jazz,Celtics,Jazz,203497.0,203382.0,201937.0,Jazz
512157,21701122,Jump Ball Chriss vs. Jordan: Tip to Harris,12:00,1.0,Clippers,Clippers,Suns,1627737.0,201599.0,202699.0,Clippers
512667,21701123,Jump Ball Lopez vs. Powell: Tip to Ball,12:00,1.0,Lakers,Mavericks,Lakers,201572.0,203939.0,1628366.0,Lakers
513131,21701124,Jump Ball Drummond vs. Gortat: Tip to Satoransky,12:00,1.0,Wizards,Pistons,Wizards,203083.0,101162.0,203107.0,Wizards
513617,21701125,Jump Ball Whiteside vs. Lopez: Tip to Richardson,12:00,1.0,Heat,Bulls,Heat,202355.0,201577.0,1626196.0,Heat
514071,21701126,Jump Ball Gasol vs. Adams: Tip to Westbrook,12:00,1.0,Thunder,Thunder,Spurs,2200.0,203500.0,201566.0,Thunder
514519,21701127,Jump Ball Labissiere vs. Turner: Tip to Cauley-Stein,12:00,1.0,Kings,Pacers,Kings,1627746.0,1626167.0,1626161.0,Kings
515031,21701128,Jump Ball McGee vs. Henson: Tip to Antetokounmpo,12:00,1.0,Bucks,Warriors,Bucks,201580.0,203089.0,203507.0,Bucks
515455,21701129,Jump Ball Vucevic vs. Felicio: Tip to Augustin,12:00,1.0,Magic,Bulls,Magic,202696.0,1626245.0,201571.0,Magic
515884,21701130,Jump Ball Dedmon vs. Johnson: Tip to Redick,12:00,1.0,76ers,Hawks,76ers,203473.0,101161.0,200755.0,76ers
516267,21701131,Jump Ball Nance Jr. vs. Davis: Tip to Rondo,12:00,1.0,Pelicans,Cavaliers,Pelicans,1626204.0,203076.0,200765.0,Pelicans
516760,21701132,Jump Ball Capela vs. Chriss: Tip to Tucker,12:00,1.0,Rockets,Rockets,Suns,203991.0,1627737.0,200782.0,Rockets
517209,21701133,Jump Ball Adams vs. Jokic: Tip to Anthony,12:00,1.0,Thunder,Nuggets,Thunder,203500.0,203999.0,2546.0,Thunder
517703,21701134,Jump Ball Powell vs. Towns: Tip to Gibson,12:00,1.0,Timberwolves,Mavericks,Timberwolves,203939.0,1626157.0,201959.0,Timberwolves
518134,21701135,Jump Ball Gobert vs. Gasol: Tip to Green,12:00,1.0,Grizzlies,Grizzlies,Jazz,203497.0,201188.0,203210.0,Grizzlies
518626,21701136,Jump Ball Lopez vs. Zeller: Tip to Ingram,12:00,1.0,Lakers,Lakers,Bucks,201572.0,203092.0,1627742.0,Lakers
519030,21701137,Jump Ball Nurkic vs. Jordan: Tip to Gallinari,12:00,1.0,Clippers,Clippers,Trail Blazers,203994.0,201599.0,201568.0,Clippers
519497,21701138,Jump Ball Gortat vs. Howard: Tip to Wall,12:00,1.0,Wizards,Hornets,Wizards,101162.0,2730.0,202322.0,Wizards
519983,21701139,Jump Ball O'Quinn vs. Drummond: Tip to Burke,12:00,1.0,Knicks,Pistons,Knicks,203124.0,203083.0,203504.0,Knicks
520412,21701140,Jump Ball Baynes vs. Valanciunas: Tip to Horford,12:00,1.0,Celtics,Celtics,Raptors,203382.0,202685.0,201143.0,Celtics
520887,21701141,Jump Ball Whiteside vs. Allen: Tip to Dragic,12:00,1.0,Heat,Nets,Heat,202355.0,1628386.0,201609.0,Heat
521282,21701142,Jump Ball Labissiere vs. McGee: Tip to Green,12:00,1.0,Warriors,Warriors,Kings,1627746.0,201580.0,203110.0,Warriors
521746,21701143,Jump Ball Howard vs. Johnson: Tip to Covington,12:00,1.0,76ers,Hornets,76ers,2730.0,101161.0,203496.0,76ers
522218,21701144,Jump Ball Lopez vs. Gortat: Tip to Markkanen,12:00,1.0,Bulls,Bulls,Wizards,201577.0,101162.0,1628374.0,Bulls
522643,21701145,Jump Ball Aldridge vs. Capela: Tip to Green,12:00,1.0,Spurs,Rockets,Spurs,200746.0,203991.0,201980.0,Spurs
523125,21701146,Jump Ball Jordan vs. Turner: Tip to Harris,12:00,1.0,Clippers,Pacers,Clippers,201599.0,1626167.0,202699.0,Clippers
523594,21701147,Jump Ball Dedmon vs. Vucevic: Tip to Gordon,12:00,1.0,Magic,Hawks,Magic,203473.0,202696.0,203932.0,Magic
524017,21701148,Jump Ball Allen vs. Drummond: Tip to Hollis-Jefferson,12:00,1.0,Nets,Nets,Pistons,1628386.0,203083.0,1626178.0,Nets
524465,21701149,Jump Ball Nance Jr. vs. Powell: Tip to Nowitzki,12:00,1.0,Mavericks,Cavaliers,Mavericks,1626204.0,203939.0,1717.0,Mavericks
524908,21701150,Jump Ball Davis vs. Adams: Tip to Rondo,12:00,1.0,Pelicans,Pelicans,Thunder,203076.0,203500.0,200765.0,Pelicans
525343,21701151,Jump Ball Towns vs. Gobert: Tip to Gibson,12:00,1.0,Timberwolves,Timberwolves,Jazz,1626157.0,203497.0,201959.0,Timberwolves
525807,21701152,Jump Ball Jokic vs. Henson: Tip to Barton,12:00,1.0,Nuggets,Nuggets,Bucks,203999.0,203089.0,203115.0,Nuggets
526283,21701153,Jump Ball Looney vs. Chriss: Tip to Green,12:00,1.0,Warriors,Warriors,Suns,1626172.0,1627737.0,203110.0,Warriors
526704,21701154,Jump Ball Nurkic vs. Gasol: Tip to Lillard,12:00,1.0,Trail Blazers,Grizzlies,Trail Blazers,203994.0,201188.0,203081.0,Trail Blazers
527110,21701155,Jump Ball Lopez vs. Labissiere: Tip to Cauley-Stein,12:00,1.0,Kings,Lakers,Kings,201572.0,1627746.0,1626161.0,Kings
527571,21701156,Jump Ball Green vs. Valanciunas: Tip to Lowry,12:00,1.0,Raptors,Cavaliers,Raptors,201145.0,202685.0,200768.0,Raptors
528022,21701157,Jump Ball Johnson vs. Allen: Tip to Simmons,12:00,1.0,76ers,Nets,76ers,101161.0,1628386.0,1627732.0,76ers
528477,21701158,Jump Ball Whiteside vs. Collins: Tip to Dragic,12:00,1.0,Heat,Hawks,Heat,202355.0,1628381.0,201609.0,Heat
528917,21701159,Jump Ball O'Quinn vs. Vucevic: Tip to Augustin,12:00,1.0,Magic,Knicks,Magic,203124.0,202696.0,201571.0,Magic
529401,21701160,Jump Ball Felicio vs. Howard: Tip to Nwaba,12:00,1.0,Bulls,Hornets,Bulls,1626245.0,2730.0,1628021.0,Bulls
529869,21701161,Jump Ball Capela vs. Gortat: Tip to Mark Morris,12:00,1.0,Wizards,Rockets,Wizards,203991.0,101162.0,202693.0,Wizards
530311,21701162,Jump Ball Henson vs. Baynes: Tip to Tatum,12:00,1.0,Celtics,Celtics,Bucks,203089.0,203382.0,1628369.0,Celtics
530789,21701163,Jump Ball Adams vs. Pachulia: Tip to Anthony,12:00,1.0,Thunder,Warriors,Thunder,203500.0,2585.0,2546.0,Thunder
531393,21701164,Jump Ball Powell vs. Nurkic: Tip to Turner,12:00,1.0,Trail Blazers,Mavericks,Trail Blazers,203939.0,203994.0,202323.0,Trail Blazers
531847,21701165,Jump Ball Jokic vs. Turner: Tip to Millsap,12:00,1.0,Nuggets,Nuggets,Pacers,203999.0,1626167.0,200794.0,Nuggets
532303,21701166,Jump Ball Gobert vs. Lopez: Tip to Randle,12:00,1.0,Lakers,Lakers,Jazz,203497.0,201572.0,203944.0,Lakers
532755,21701167,Jump Ball Chriss vs. Cauley-Stein: Tip to Fox,12:00,1.0,Kings,Suns,Kings,1627737.0,1626161.0,1628368.0,Kings
533271,21701168,Jump Ball Jordan vs. Aldridge: Tip to Harris,12:00,1.0,Clippers,Clippers,Spurs,201599.0,200746.0,202699.0,Clippers
533755,21701169,Jump Ball Drummond vs. Johnson: Tip to Jackson,12:00,1.0,Pistons,Pistons,76ers,203083.0,101161.0,202704.0,Pistons
534246,21701170,Jump Ball Biyombo vs. Motley: Tip to Gordon,12:00,1.0,Magic,Mavericks,Magic,202687.0,1628405.0,203932.0,Magic
534746,21701171,Jump Ball Valanciunas vs. Baynes: Tip to Anunoby,12:00,1.0,Raptors,Celtics,Raptors,202685.0,203382.0,1628384.0,Raptors
535215,21701172,Jump Ball Dedmon vs. Whiteside: Tip to Richardson,12:00,1.0,Heat,Hawks,Heat,203473.0,202355.0,1626196.0,Heat
535693,21701173,Jump Ball Davis vs. Gasol: Tip to Holiday,12:00,1.0,Pelicans,Grizzlies,Pelicans,203076.0,201188.0,201950.0,Pelicans
536169,21701174,Jump Ball Lopez vs. Gasol: Tip to Randle,12:00,1.0,Lakers,Lakers,Spurs,201572.0,2200.0,203944.0,Lakers
536640,21701175,Jump Ball Turner vs. McGee: Tip to Green,12:00,1.0,Warriors,Warriors,Pacers,1626167.0,201580.0,203110.0,Warriors
537052,21701176,Jump Ball Green vs. Gortat: Tip to Mark Morris,12:00,1.0,Wizards,Cavaliers,Wizards,201145.0,101162.0,202693.0,Wizards
537523,21701177,Jump Ball Capela vs. Nurkic: Tip to Tucker,12:00,1.0,Rockets,Rockets,Trail Blazers,203991.0,203994.0,200782.0,Rockets
537990,21701178,Jump Ball Henson vs. Allen: Tip to Antetokounmpo,12:00,1.0,Bucks,Nets,Bucks,203089.0,1628386.0,203507.0,Bucks
